firstName,lastName,teacherId,department,schoolName,class,date,reviewId,clarityRating,difficultyRating,helpfulRating,wouldTakeAgain,textbookUse,comment,ratingTags,teacherNote,grade,attendanceMandatory,isForCredit,isForOnlineClass,thumbs,thumbsDownTotal,thumbsUpTotal
Julia,Yarmolinskaya,VGVhY2hlci0yNjIyNTY0,Cognitive Science,Johns Hopkins University,COG050,2020-10-02 07:22:16 +0000 UTC,UmF0aW5nLTMzNjc0NTk5,5,2,5,1.0,5.0,"Prof. Yarmolinskaya is a wonderful lecturer and typically structures her classes the same (well-planned lectures along with weekly discussion posts, 2 exams, and a larger project). At times, it can be hard to apply what you are learning but such is the nature of linguistics classes of these types. Genuinely enjoyed her class and very friendly!",Test heavy--Amazing lectures--Lecture heavy,,,mandatory,True,False,[],0,0
Ryan,Huang,VGVhY2hlci0yNjI1MTAz,Computer Science,Johns Hopkins University,CS318,2020-10-14 03:21:38 +0000 UTC,UmF0aW5nLTMzNjk5NTcx,1,4,1,0.0,5.0,OS is an important class and thus couldn&#39;t skip despite the extremely poor teaching. Prof just reads off the slides - accents are fine (you learn to understand your teach) but he rambles on really fast and swallows lots of words - thnks to which only Chinese kids remain in the class. There is no connect with HW and labs are pretty bad as well.,Lots of homework--Group projects--Clear grading criteria,,,non mandatory,True,False,[],0,0
Evelyne,Ender,VGVhY2hlci0yNjI3MTUw,Freshman Seminar,Johns Hopkins University,AS145117,2020-11-10 20:26:15 +0000 UTC,UmF0aW5nLTMzNzk1MTc5,4,3,4,1.0,0.0,"Professor Ender is very sweet; she cares a lot about her students and is always willing to help. I would recommend Heart Matters to students who are genuinely interested in the course&#39;s topics (the lectures can be quite lengthy, good bit of reading). She is a little disorganized but won&#39;t hesitate to further explain instructions if needed.",Gives good feedback--Get ready to read--Caring,,,,True,True,[],0,0
Evelyne,Ender,VGVhY2hlci0yNjI3MTUw,Freshman Seminar,Johns Hopkins University,AS145117,2020-10-15 06:42:49 +0000 UTC,UmF0aW5nLTMzNzAzMTQ4,5,3,5,1.0,5.0,Professor Ender is a wonderful teacher. She is passionate about the subject she teaches and she is passionate about helping her students do the best they possibly can.,Get ready to read--Inspirational--Caring,,,,False,False,[],0,0
Maria,Procopio,VGVhY2hlci0yNjMxMTk4,Biophysics,Johns Hopkins University,AS250205,2020-10-28 22:15:58 +0000 UTC,UmF0aW5nLTMzNzQ1NTAw,5,1,5,1.0,0.0,"Intro to computing is probably one of the easiest classes you will ever take. Prof is really nice, lenient with extra credit and missed assignments etc. I wouldn&#39;t take the class if you want to learn in-depth programming stuff though",Accessible outside class--EXTRA CREDIT,,,,True,False,[],0,1
Marta,Hanson,VGVhY2hlci0yNjM1Mjcz,History,Johns Hopkins University,AS140105,2020-11-09 21:13:22 +0000 UTC,UmF0aW5nLTMzNzg5MTc2,4,3,4,1.0,0.0,"Had her for History of Medicine. Professor Hanson is enthusiastic about the material; her lectures are quite interesting. She&#39;s kind and willing to help outside of class. TAs do a lot of the grading; they are kind as well and give great feedback. There are many extra credit opportunities; overall not difficult, pay attention and you&#39;ll do well.",Gives good feedback--Clear grading criteria--EXTRA CREDIT,,,mandatory,True,True,[],0,0
Grecia,Chirinos,VGVhY2hlci0yNjM1OTI2,Spanish,Johns Hopkins University,AS210212,2020-11-10 20:45:55 +0000 UTC,UmF0aW5nLTMzNzk1MzUy,5,3,5,1.0,5.0,"Professor Chirinos is a wonderful teacher. She explains things clearly and is straightforward, which is helpful in a language class. She is very kind and willing to help/clarify. She is a fair grader and her classes are very engaging. She cares about her students and genuinely wants them to do well. Focus and work hard and you&#39;ll succeed.",Gives good feedback--Participation matters--Skip class? You won't pass.,,,mandatory,True,True,[],0,0
Nate,Brown,VGVhY2hlci0yNjM5NzM2,Writing,Johns Hopkins University,AS220201,2020-11-21 01:16:34 +0000 UTC,UmF0aW5nLTMzODYyNzI5,5,2,5,1.0,0.0,"I absolutely loved taking Nate Brown&#39;s Craft of Fiction class. He is warm, caring, and considerate and really wants us all to do our best in becoming writers. I very much hope to take him again while at college.",Gives good feedback--Accessible outside class--Caring,,,mandatory,True,True,[],0,0
Carey,Priebe,VGVhY2hlci0xMzI3MTMz,Mathematics,Johns Hopkins University,AMS630AMS735,2020-11-22 05:57:43 +0000 UTC,UmF0aW5nLTMzODY3OTA0,2,3,2,0.0,5.0,"He&#39;s a well respected professor, but he&#39;s got a bluntness about him that verges on rudeness sometimes. Couldn&#39;t go through the course because of certain interactions that I had with him, and the feedback from students that I got. He&#39;s renowned in his field and I&#39;ve heard stellar things about his work but I&#39;d recommend auditing thoroughly.",Respected--Test heavy--Lecture heavy,,Audit/No Grade,mandatory,False,False,[],0,0
Carey,Priebe,VGVhY2hlci0xMzI3MTMz,Mathematics,Johns Hopkins University,AMS630AMS735,2014-10-03 22:54:05 +0000 UTC,UmF0aW5nLTIzNjI4ODE4,5,4,5,,4.0,"Extraordinary professor and mentor. If you really want to learn statistics at an advanced level, he&#39;s your man.",,,,non mandatory,True,False,[],0,1
Carey,Priebe,VGVhY2hlci0xMzI3MTMz,Mathematics,Johns Hopkins University,STAT630,2011-06-18 03:02:23 +0000 UTC,UmF0aW5nLTE4NzQzMTIy,5,3,5,,5.0,"Best prof at jhu, hands down",,,,,False,False,[],0,1
Carey,Priebe,VGVhY2hlci0xMzI3MTMz,Mathematics,Johns Hopkins University,AMS630,2010-08-10 16:28:34 +0000 UTC,UmF0aW5nLTE3NDk4MjE3,1,5,1,,2.0,,,,,,False,False,[],0,0
Trac,Tran,VGVhY2hlci0zMTY0Mzg=,Engineering,Johns Hopkins University,EN520,2020-11-30 17:17:02 +0000 UTC,UmF0aW5nLTMzOTA3MTg5,5,3,5,1.0,0.0,"Amazing professor. Very passionate, wise, and social. Homework is very gratifying. Homework is structured in such a way that you must read his slides or watch his lectures. Google will not help much for this class. Very lenient grader. Midterms during Covid were open note with 12 hours to complete.",Inspirational,,,non mandatory,True,True,[],0,0
Trac,Tran,VGVhY2hlci0zMTY0Mzg=,Engineering,Johns Hopkins University,ECE137,2020-09-08 19:59:41 +0000 UTC,UmF0aW5nLTMzNjM1MTg4,5,3,5,1.0,0.0,"Professor Tran is, by far, the best professor I have had at JHU so far. I took his class my freshman year and the stuff he teaches you is still relevant far into the future. His first unit is pretty hard stuff, but once you get past that everything else is a cakewalk. Tran is also super helpful if you go to office hours, so make sure to attend!",Inspirational--Caring--EXTRA CREDIT,,A,mandatory,True,False,[],0,0
Trac,Tran,VGVhY2hlci0zMTY0Mzg=,Engineering,Johns Hopkins University,ECE137,2018-09-24 20:13:04 +0000 UTC,UmF0aW5nLTMwNTIwMTcw,3,3,3,1.0,0.0,"He&#39;s a really helpful guy, and cares about your success, which is somewhat rare in this department. Unfortunately, I feel like he breezed over a lot of fundamental concepts and his slides were tough to learn from, with very little explanation. Good guy, mediocre class for those who know nothing about ECE already.",Respected--Hilarious--Caring,,A-,mandatory,True,False,[],0,0
Trac,Tran,VGVhY2hlci0zMTY0Mzg=,Engineering,Johns Hopkins University,ECE137,2010-12-13 18:02:50 +0000 UTC,UmF0aW5nLTE3OTI5ODA2,3,2,5,,1.0,"GREAT GUY, genuinely cares about his students.  Go to his office hours. Lectures are very boring but he sometimes gives out homework solutions and info about the next lab so go anyway.  If you keep up with the hw then everything is fairly easy. Do his practice exams, midterms are fair.",,,,,False,False,[],0,0
Trac,Tran,VGVhY2hlci0zMTY0Mzg=,Engineering,Johns Hopkins University,ECE137,2008-12-14 22:02:12 +0000 UTC,UmF0aW5nLTE1MTkyNzAx,5,4,5,,3.0,Great teacher!! LOVED this class!,,,,,False,False,[],0,0
