firstName,lastName,teacherId,department,schoolName,class,date,reviewId,clarityRating,difficultyRating,helpfulRating,wouldTakeAgain,textbookUse,comment,ratingTags,teacherNote,grade,attendanceMandatory,isForCredit,isForOnlineClass,thumbs,thumbsDownTotal,thumbsUpTotal
Angela,Salvadia,VGVhY2hlci05OTIyNDk=,Occupational Therapy,Elizabethtown College,OT112,2015-03-02 17:49:36 +0000 UTC,UmF0aW5nLTI0NDI1Mjk0,1,5,1,,1.0,Awful teacher. Lectures were all over the place and never really learned anything. ,,,B,non mandatory,True,False,[],0,0
Angela,Salvadia,VGVhY2hlci05OTIyNDk=,Occupational Therapy,Elizabethtown College,OT228,2013-07-30 22:37:45 +0000 UTC,UmF0aW5nLTIyMDExMjM5,2,2,2,,1.0,Spacey yet kind hearted. She is really slow at getting assignments back yet takes an interest in her students.,,,,,False,False,[],0,0
Carmine,Sarracino,VGVhY2hlci0xMDQ0MjU4,English,Elizabethtown College,GWR101,2016-02-09 09:35:32 +0000 UTC,UmF0aW5nLTI2MDQwNzQx,5,1,5,,1.0,"Sarracino is the bomb, When you read &#34;I am Charlotte Simmons&#34; he is so comical! You&#39;ll love his class, it is A LOT of reading but to be honest I enjoyed the readings a lot, it really isn&#39;t like homework at all. I would highly recommend this course(:",,,A-,mandatory,True,False,[],2,1
Carmine,Sarracino,VGVhY2hlci0xMDQ0MjU4,English,Elizabethtown College,POETRY,2010-01-03 14:41:30 +0000 UTC,UmF0aW5nLTE2NjY5NzY0,5,1,5,,1.0,"Sarracino is one of the most soft spoken but most interesting people you will encounter. He really knows his stuff and has a great interest in your work as a poet and is great about offering tips he picked up writing his own poetry. He tends to get on a bit more of a tangent with humanities class, but it&#39;s still great and you&#39;ll learn a lot",,,,,False,False,[],0,0
Rachel,Finley-Bowman,VGVhY2hlci0xMDYyMDIx,Education,Elizabethtown College,ED365,2012-12-13 22:53:12 +0000 UTC,UmF0aW5nLTIxMDY0MjE1,5,2,5,,3.0,WONDERFUL TEACHER! my favorite,,,,,False,False,[],1,0
Rachel,Finley-Bowman,VGVhY2hlci0xMDYyMDIx,Education,Elizabethtown College,ED226,2011-03-16 21:34:55 +0000 UTC,UmF0aW5nLTE4MjgxOTU0,4,3,4,,4.0,Such an awesome prof!! She&#39;s so nice and personable. She always has a lengthy class agenda but I never seem to mind. Keeps it lively by doing more than just a powerpoint--includes a lot of videos and small group discussions.,,,,,False,False,[],0,0
Rachel,Finley-Bowman,VGVhY2hlci0xMDYyMDIx,Education,Elizabethtown College,ED100,2008-11-20 22:33:54 +0000 UTC,UmF0aW5nLTE1MDM4OTk0,4,2,4,,3.0,"She&#39;s a decent professor. Gives informative lectures and has group work/ discussions in class. She gives one outside of class assignment a week, not to time consuming. Gives take home essay/ short answer tests that take a long time to complete, at least a few hours, but if you write what she wants, just use the book you&#39;ll do fine. Good professor",,,,,False,False,[],0,0
Rachel,Finley-Bowman,VGVhY2hlci0xMDYyMDIx,Education,Elizabethtown College,ED305,2007-11-27 15:56:10 +0000 UTC,UmF0aW5nLTEzNzA2ODE2,5,3,5,,2.0,No Comments,,,,,False,False,[],1,0
John,Badovinac,VGVhY2hlci0xMDgxNjA3,Economics,Elizabethtown College,ECON102,2015-10-06 16:37:09 +0000 UTC,UmF0aW5nLTI1MjMxMzgy,5,3,5,,3.0,Homework for every week.  Participation is a big deal.,,,A-,mandatory,True,False,[],0,0
John,Badovinac,VGVhY2hlci0xMDgxNjA3,Economics,Elizabethtown College,ECON100,2012-11-28 15:48:37 +0000 UTC,UmF0aW5nLTIwOTA0MTMx,5,2,2,,2.0,"You&#39;ll do we&#39;ll in this class if you keep up and put some thought into assignments. Not overly taxing workload, but not light either.  Hard pressed to find a better lecturer and discussion facilitator",,,,,False,False,[],0,0
