firstName,lastName,teacherId,department,schoolName,class,date,reviewId,clarityRating,difficultyRating,helpfulRating,wouldTakeAgain,textbookUse,comment,ratingTags,teacherNote,grade,attendanceMandatory,isForCredit,isForOnlineClass,thumbs,thumbsDownTotal,thumbsUpTotal
Gwendolyn,Parker-Ames,VGVhY2hlci0yMDAzMTIz,Family  Child Studies,Montclair State University,FCST200,2015-04-20 15:26:53 +0000 UTC,UmF0aW5nLTI0NjI5Nzcw,1,3,2,,4,Professor Ames is extremely disorganized. She continuously forgets and changes the guidelines for all of her projects. It is hard to connect each of the assignments to each other and to the course which makes it difficult to follow along. Many of the assignments are easy but definitely time consuming and annoying. I would not take her again.,,,,,True,False,[],0,1
Hasan,Aljabbouli,VGVhY2hlci0yMDA1MzM1,Computer Science,Montclair State University,CSIT100,2019-05-08 02:42:36 +0000 UTC,UmF0aW5nLTMxODA1ODQ1,3,3,3,0.0,0,"he&#39;s a nice professor overall, but when it comes to lectures they&#39;re super long and a lot of material is being given out. There&#39;s 2 quizzes, 2 projects, midterm, and a final. You have to take proper notes on both the lectures and the lab. He informed the class that if we did not buy cengage then he wouldn&#39;t penalize us. The class is not an easy A.",Respected--Clear grading criteria--Caring,,Not sure yet,mandatory,True,False,[],0,1
Hasan,Aljabbouli,VGVhY2hlci0yMDA1MzM1,Computer Science,Montclair State University,CSIT101,2019-04-26 18:28:23 +0000 UTC,UmF0aW5nLTMxNjg3NzM0,3,4,3,0.0,0,"Decently fair professor. He does give you the info you need to pass, but it&#39;s not fun and it&#39;s more work than it needs to be for this course. His projects and tests are hard. His lectures are extremely boring and he is sometimes condescending. He constantly yells at my class to pay attention.",Skip class? You won't pass.--Tough grader,,B,mandatory,True,False,[],4,1
Hasan,Aljabbouli,VGVhY2hlci0yMDA1MzM1,Computer Science,Montclair State University,CSIT100,2019-02-08 18:39:10 +0000 UTC,UmF0aW5nLTMxMzQ2ODk1,4,3,4,1.0,0,I took Prof. Abjabbouli for python and I have to admit he really knows what he is talking about! He does go a bit fast but if you speak up and say something he will slow down and explain it again. but be ready for his tests they hard very difficult especially the midterm. make sure to listen very closely also. Good Luck and Take him!!!!,Respected--EXTRA CREDIT--LECTURE HEAVY,,B,mandatory,True,False,[],0,11
Hasan,Aljabbouli,VGVhY2hlci0yMDA1MzM1,Computer Science,Montclair State University,CSIT100,2019-02-07 23:40:30 +0000 UTC,UmF0aW5nLTMxMzQ0OTY3,5,2,5,1.0,0,Professor Aljabbouli is such a great person. I took this class during my freshman year and even though I&#39;m not that great with computers I still passed with a good grade. Even if you don&#39;t understand how to do certain things he&#39;s always there to help.,Gives good feedback--Caring,,A,mandatory,True,False,[],0,12
Hasan,Aljabbouli,VGVhY2hlci0yMDA1MzM1,Computer Science,Montclair State University,CSIT104,2019-01-12 15:58:36 +0000 UTC,UmF0aW5nLTMxMjQ4Mzc0,5,3,5,1.0,0,Amazing professor! He teaches Python through fun and engaging exercises and almost every assignment is extra credit. A fun class where you&#39;ll learn and enjoy using Python.,Clear grading criteria--Amazing lectures--EXTRA CREDIT,,A,mandatory,True,False,[],0,24
Hasan,Aljabbouli,VGVhY2hlci0yMDA1MzM1,Computer Science,Montclair State University,CSIT100,2018-05-07 17:32:20 +0000 UTC,UmF0aW5nLTMwMDE0NDUy,4,4,4,1.0,5,"He&#39;s a great teacher. He talks very clearly, loud, and sometimes fast. If you ask him to slow down he will, which is great. Everything is pretty self explanatory sometimes, and sometimes its confusing. It just takes some time and some outside practice to figure out whats going on. He gives extra credits, but you just have to pay attention.",Caring--EXTRA CREDIT--LECTURE HEAVY,,,mandatory,True,False,[],15,50
Hasan,Aljabbouli,VGVhY2hlci0yMDA1MzM1,Computer Science,Montclair State University,CS350,2018-04-04 20:36:24 +0000 UTC,UmF0aW5nLTI5NzQ0NDM1,4,5,4,1.0,5,Hes a good teacher for Software I but you cannot transfer anything to Software 2 because the requirements of the project are not same. Take him to learn anything else. What he teaches in Software I will not transfer over!,Tough Grader--TEST HEAVY--EXTRA CREDIT,,,mandatory,True,False,[],11,38
Hasan,Aljabbouli,VGVhY2hlci0yMDA1MzM1,Computer Science,Montclair State University,CS401,2017-04-11 11:46:02 +0000 UTC,UmF0aW5nLTI4MDI5Njg1,5,3,5,1.0,0,"I took him for Intro to Algorithms and he&#39;s not a bad guy like people seem him to be. He explains things very clearly. His test are freaking HARD! He curves though! If you want to really learn, take Al-Jabbouli!",Tough Grader--ACCESSIBLE OUTSIDE CLASS--Amazing lectures,,B,mandatory,True,False,[],20,50
Hasan,Aljabbouli,VGVhY2hlci0yMDA1MzM1,Computer Science,Montclair State University,CS202,2017-01-04 16:40:59 +0000 UTC,UmF0aW5nLTI3NjcxNzQz,5,3,5,1.0,0,I liked him for discrete. Took the time to show us until we understood. His exams were a bit challenging but you&#39;ll live. You don&#39;t need the textbook. He saved me 300 bucks,Tough Grader--Respected--GRADED BY FEW THINGS,,A-,mandatory,True,False,[],20,52
