firstName,lastName,teacherId,department,schoolName,class,date,reviewId,clarityRating,difficultyRating,helpfulRating,wouldTakeAgain,textbookUse,comment,ratingTags,teacherNote,grade,attendanceMandatory,isForCredit,isForOnlineClass,thumbs,thumbsDownTotal,thumbsUpTotal
Mark,Polczynski,VGVhY2hlci0xMzcwOTI2,Engineering,Marquette University,ENMA289,2009-11-24 17:47:23 +0000 UTC,UmF0aW5nLTE2NDI0MDI3,4,2,5,,2,"He  knows the subject very well, and has interesting discussions in class. NO exams or quizzes. Just homework and projects. You can get a good experience in his class , especially working on the project. 12 students in class got  8  - A , 2 - AB , 1 ? B and 1 was only auditing the course",,,,,False,False,[],0,0
Mary,Ross,VGVhY2hlci0xMzcxMTU1,Nursing,Marquette University,NURS2075,2011-05-16 16:14:27 +0000 UTC,UmF0aW5nLTE4NjEyMjY5,1,5,1,,1,We deserve a better education. Mary is ruining our future. WE DESERVE BETTER!,,,,,False,False,[],0,0
Mary,Ross,VGVhY2hlci0xMzcxMTU1,Nursing,Marquette University,NURS2075,2011-05-16 16:11:16 +0000 UTC,UmF0aW5nLTE4NjEyMjQ0,1,5,1,,1,I am honestly worried about the future of MU Nursing with professor Ross still teaching.,,,,,False,False,[],0,0
Mary,Ross,VGVhY2hlci0xMzcxMTU1,Nursing,Marquette University,NURS2075,2011-05-11 14:07:14 +0000 UTC,UmF0aW5nLTE4NTc4MDE0,1,4,1,,2,"One of the worst profs I&#39;ve had at MU. I dont understand how she is still teaching. She is going to hurt the reputation of MU Nursing. She is extremely unclear, is degrading to her students, and does not know how to teach. Literally had 5 weeks in a row where she did not actually lecture about content. Hopefully something changes...",,,,,False,False,[],0,0
Mary,Ross,VGVhY2hlci0xMzcxMTU1,Nursing,Marquette University,NURS2075,2011-05-05 20:19:37 +0000 UTC,UmF0aW5nLTE4NTM3NTQ0,1,4,1,,5,"Worst professor I&#39;ve had at MU. Extremely unclear, you never know what her expectations are. She breaks down everyone&#39;s confidence and humiliates people in lab. Sends out SO many emails and puts so much on D2L, and none of it helps. You&#39;ll get through the class, it&#39;s just painful.",,,,,False,False,[],0,0
Mary,Ross,VGVhY2hlci0xMzcxMTU1,Nursing,Marquette University,NURS2075,2011-04-26 11:55:59 +0000 UTC,UmF0aW5nLTE4NDY4ODc2,1,5,1,,4,"Worst prof ever!!! unclear, needless information, and a ridiculous amount of emails a wk. You will work your butt of in her class and get absolutely nothing out of it!!!",,,,,False,False,[],0,0
Mary,Ross,VGVhY2hlci0xMzcxMTU1,Nursing,Marquette University,NURS2100,2011-04-13 21:05:44 +0000 UTC,UmF0aW5nLTE4NDA2MDk0,1,4,1,,2,So unclear it&#39;s not even funny. You never know what she expects from you. She&#39;s living in her own world. Send a million e-mails every week... with pointless information. Poor you if you have to take her class.,,,,,False,False,[],0,0
Mary,Ross,VGVhY2hlci0xMzcxMTU1,Nursing,Marquette University,NURS2075,2011-04-07 23:54:18 +0000 UTC,UmF0aW5nLTE4Mzc2Mjkz,1,4,1,,2,Is this lady speaking another language? Her teaching style is to break her students down before building them up (and by building them I mean letting them pass) and you learn nothing. She also sends AT LEAST 15 emails a week. Sometimes up to 9 in one day. And believe it or not NONE of them are helpful.,,,,,False,False,[],0,0
Mary,Ross,VGVhY2hlci0xMzcxMTU1,Nursing,Marquette University,NURS2200,2011-03-29 19:47:45 +0000 UTC,UmF0aW5nLTE4MzI5Mzgy,1,4,1,,2,Why is she still teaching!!!???? WORST PROFESSOR I HAVE EVER HAD IN MY ENTIRE LIFE.,,,,,False,False,[],0,0
Mary,Ross,VGVhY2hlci0xMzcxMTU1,Nursing,Marquette University,NURS2200,2011-01-26 21:19:13 +0000 UTC,UmF0aW5nLTE4MTg1Mzkx,1,4,2,,1,"Worst professor I&#39;ve had in my life. She&#39;s so unclear as to what she wants and sends out 100 e-mails a week with pointless information. She makes everything really complicated and isn&#39;t helpful at all when you ask her for help. Lab was fun, but she made it hard and she&#39;s very boring in lecture.",,,,,False,False,[],0,0
Mary,Ross,VGVhY2hlci0xMzcxMTU1,Nursing,Marquette University,NURS1001,2010-05-10 19:39:50 +0000 UTC,UmF0aW5nLTE3MTY3MTUy,1,5,1,,4,"Awful professor, hard to follow and picks text questions from nowhere.",,,,,False,False,[],0,0
Mary,Ross,VGVhY2hlci0xMzcxMTU1,Nursing,Marquette University,NURS2075,2010-04-26 16:37:46 +0000 UTC,UmF0aW5nLTE3MDYyMjAw,1,2,1,,2,"Mary is the worst teacher I&#39;ve ever had at Marquette. She can&#39;t teach, she can&#39;t write tests/quizzes/emails clearly, and she doesn&#39;t answer questions. I was really excited about taking this class, but she ruined it for me. Lab is great and I learned a lot there, but her 2 hr lecture is killer - pointless and painful.",,,,,False,False,[],0,0
