firstName,lastName,teacherId,department,schoolName,class,date,reviewId,clarityRating,difficultyRating,helpfulRating,wouldTakeAgain,textbookUse,comment,ratingTags,teacherNote,grade,attendanceMandatory,isForCredit,isForOnlineClass,thumbs,thumbsDownTotal,thumbsUpTotal
Juan,Rivera,VGVhY2hlci0yMTY3MzMw,Mathematics,Hampton University,MAT110,2018-12-14 09:29:48 +0000 UTC,UmF0aW5nLTMxMDI0NzEx,4,4,4,1.0,5.0,Ive never been good at math but I ended this class with an A-. He gives extra credit before every test. He doesnt really care about attendance.,EXTRA CREDIT,,,N,True,False,[],0,1
Juan,Rivera,VGVhY2hlci0yMTY3MzMw,Mathematics,Hampton University,MAT110,2018-10-30 18:33:02 +0000 UTC,UmF0aW5nLTMwNjMyNTgz,5,3,5,1.0,5.0,Great professor that actually makes sure you learn the material. Lectures are very helpful and gives good amount of time for homework. Also has extra credit opportunities for every test.,LOTS OF HOMEWORK--Amazing lectures--EXTRA CREDIT,,,mandatory,True,False,[],0,1
Juan,Rivera,VGVhY2hlci0yMTY3MzMw,Mathematics,Hampton University,MAT130,2018-10-30 17:55:46 +0000 UTC,UmF0aW5nLTMwNjMyMzQ0,5,3,5,1.0,0.0,"Mr. Rivera is an awesome professor. I absolutely enjoyed loved his class as he made lectures as simple as possible to help grasp such complex concepts, and even offered extended office hours and extra credit opportunities. I honestly believe he is as helpful as a professor can possibly be, and if you work for it, you will finish with an A+.",ACCESSIBLE OUTSIDE CLASS--Amazing lectures--EXTRA CREDIT,,A+,mandatory,True,False,[],0,1
Juan,Rivera,VGVhY2hlci0yMTY3MzMw,Mathematics,Hampton University,MAATH110,2017-12-19 05:06:16 +0000 UTC,UmF0aW5nLTI5MjcxNDY5,5,3,5,1.0,0.0,"Mr. Rivera was honestly the best teacher that I have ever had. I personally am not all that great at math. However, his lectures were very well thought out and understandable. He really took his time to explain everything thoroughly, which is very important for learners like myself. Overall, the classroom learning environment truly enjoyable!",Inspirational--Amazing lectures--EXTRA CREDIT,,B+,mandatory,True,False,[],0,2
Juan,Rivera,VGVhY2hlci0yMTY3MzMw,Mathematics,Hampton University,MAT110,2017-12-15 13:39:22 +0000 UTC,UmF0aW5nLTI5MjE5Nzc1,1,3,1,0.0,0.0,Didn&#39;t really help me,Tests are tough,,D,mandatory,True,False,[],0,0
Juan,Rivera,VGVhY2hlci0yMTY3MzMw,Mathematics,Hampton University,MAT110,2016-12-16 23:41:01 +0000 UTC,UmF0aW5nLTI3NTQwMjIw,4,1,4,1.0,5.0,"Prof Rivera is a very fine men. I had a very pleasant time in his class. Make sure to do homework tho cause it will help you a lot. One of the best thing about him is that he very generous with extra credit. He gave out 5-20 extra credit to EVERY TEST! Don&#39;t neglect the extra credit, it will boot your grade a .",LOTS OF HOMEWORK--ACCESSIBLE OUTSIDE CLASS--EXTRA CREDIT,,A+,mandatory,True,False,[],0,2
Desiree,Williams,VGVhY2hlci0yMTc2MTg5,Humanities,Hampton University,LEA201,2017-01-05 12:57:19 +0000 UTC,UmF0aW5nLTI3Njc3NTc2,2,4,2,1.0,5.0,"COME TO CLASS AND READ. If you don&#39;t read there a a slim chance of you passing, the book is an easy read but make sure you take the time out to actually read. She is an extremely tough grader, so always triple check your work before you hand it in.",Tough Grader--Gives good feedback--Get ready to read,,B,mandatory,True,False,[],0,0
Desiree,Williams,VGVhY2hlci0yMTc2MTg5,Humanities,Hampton University,LEA201,2016-10-12 21:04:35 +0000 UTC,UmF0aW5nLTI3MDMzMjAy,2,3,2,0.0,5.0,Very strict and does not seem to care about the hectic lifestyle of a college student/ Very demanding. Extremely tough grader. DO NOT rely on her to keep you on schedule. SHE DOES NOT REMIND YOU OF ASSIGNMENTS.,Tough Grader--Skip class? You won't pass.--BEWARE OF POP QUIZZES,,,mandatory,True,False,[],0,0
Kesete,Ghebreyessus,VGVhY2hlci0yMTc5MzQx,Chemistry,Hampton University,CHE201,2020-11-11 21:28:13 +0000 UTC,UmF0aW5nLTMzODAyMjY3,4,4,4,1.0,0.0,Excellent teacher. I took him for Gen Chem/ Qual Analysis and Lab and he is a great lecture teacher. He is really good but be prepared to work hard.,,,,Y,True,False,[],0,0
Kesete,Ghebreyessus,VGVhY2hlci0yMTc5MzQx,Chemistry,Hampton University,CHE201,2019-12-13 20:45:55 +0000 UTC,UmF0aW5nLTMyNjQ4ODAw,5,3,5,1.0,0.0,"I absolutely loved taking Dr. G for my CHE201 lab! He has a thick accent but he is great at explaining things and always willing to help, always. He grades the labs hard so make sure you follow the criteria to a T. His tests are hard and it can be difficult recalling everything you did for a lab, like calculations. Take him, you won&#39;t regret it!",Accessible outside class--Skip class? You won't pass.--Tough grader,,B,mandatory,True,False,[],0,0
Kesete,Ghebreyessus,VGVhY2hlci0yMTc5MzQx,Chemistry,Hampton University,CHEM201,2018-11-07 03:11:57 +0000 UTC,UmF0aW5nLTMwNjc0NDA4,3,4,3,1.0,0.0,"He is good in lecture but he can be a bit impatient. When it comes to grading , he is horrible!For example, kelvin is 273.15 , when you convert C to Kelvin you have to add 273.15, Correct?He will count the entire problem wrong because the decimal! Then the formula 9/5 (F-32) he will mark you wrong for have the parentheses like that in the formula.",Tough Grader--Skip class? You won't pass.--GRADED BY FEW THINGS,,,mandatory,True,False,[],0,0
Kesete,Ghebreyessus,VGVhY2hlci0yMTc5MzQx,Chemistry,Hampton University,CHE201,2017-10-11 20:24:55 +0000 UTC,UmF0aW5nLTI4NzM1MTY0,4,3,4,1.0,5.0,He&#39;s a really good professor. I had Darby for lecture and him for lab. He fully explains everything in lab. Make sure you at least attempt to do the pre-lab questions. All it is is extra practice for the exams given by the entire dept. Write your lab reports well because he takes points off for everything. He&#39;s helpful in office hours too.,Gives good feedback--Skip class? You won't pass.--ACCESSIBLE OUTSIDE CLASS,,B+,mandatory,True,False,[],0,0
Kesete,Ghebreyessus,VGVhY2hlci0yMTc5MzQx,Chemistry,Hampton University,CHEM202,2017-05-21 21:02:32 +0000 UTC,UmF0aW5nLTI4MzU4MzU5,4,3,4,1.0,0.0,He&#39;s tough but that&#39;s what makes him a good professor. Ask questions because he&#39;s super willing to answer all of them. He encourages everyone to see him during office hours and will really help out. Show up to class though because he&#39;ll see that you&#39;re at least trying.,Skip class? You won't pass.--ACCESSIBLE OUTSIDE CLASS--TEST HEAVY,,,,True,False,[],0,0
Kesete,Ghebreyessus,VGVhY2hlci0yMTc5MzQx,Chemistry,Hampton University,CHE201,2017-05-06 15:33:42 +0000 UTC,UmF0aW5nLTI4MjMyNTYw,5,3,5,1.0,5.0,"He was a great professors. I took his lab also and he really helps you learn the material for the exam in lab also. All his quizzes are take home. If you do not understand something, he will take time out to explain it.",ACCESSIBLE OUTSIDE CLASS--Clear grading criteria--Amazing lectures,,A,,True,False,[],0,0
Sainath,Babu,VGVhY2hlci0yMTc5MzQy,Biology,Hampton University,BIO105,2019-03-22 11:28:54 +0000 UTC,UmF0aW5nLTMxNDY2MjMz,5,4,5,1.0,0.0,He made lab class fun.,Get ready to read--Inspirational--Caring,,A+,mandatory,True,False,[],0,1
Sainath,Babu,VGVhY2hlci0yMTc5MzQy,Biology,Hampton University,BIO106,2019-03-22 11:25:19 +0000 UTC,UmF0aW5nLTMxNDY2MjMw,5,3,5,1.0,5.0,"He is one of the nicest professors in the department. Although he is a taskmaster and makes you work hard, he explain the concepts much better than other professors. I really love his motivation talks.",Accessible outside class--Inspirational--Test heavy,,B,mandatory,True,False,[],0,1
Sainath,Babu,VGVhY2hlci0yMTc5MzQy,Biology,Hampton University,BIO106,2019-01-10 14:09:06 +0000 UTC,UmF0aW5nLTMxMjM3MzE1,4,3,4,1.0,5.0,"Babu is a great professor. Many people say he is a hard professor but he is not. You just have to adjust your learning style to his, or accommodate it. For this class you will NEED to read the chapters he tells you to, ace the quizzes which are online typically and ace the tests. You&#39;re sure to pass as long as you do what he tells you.",Get ready to read--Skip class? You won't pass.--LECTURE HEAVY,,A-,mandatory,True,False,[],0,3
Sainath,Babu,VGVhY2hlci0yMTc5MzQy,Biology,Hampton University,GEO213,2018-04-16 22:46:52 +0000 UTC,UmF0aW5nLTI5ODE3NDgy,2,3,2,0.0,5.0,"He is not the best teacher. Very hard to understand his lectures. Quizzes every friday and does not give extra credit and hes a hard grader on the homework. But I will say if you read the book and go to class (only for attendance, not for understanding) then you will pass. But you do have to work for that A.",Get ready to read--BEWARE OF POP QUIZZES--LECTURE HEAVY,,A,mandatory,True,False,[],13,1
Sainath,Babu,VGVhY2hlci0yMTc5MzQy,Biology,Hampton University,BIO106,2017-08-08 21:21:44 +0000 UTC,UmF0aW5nLTI4NTk3MDY0,1,1,1,0.0,0.0,"A joke, does not know anything! I can not understand him when he talks. No one respects him. For this class take Dash, I transferred and while that guy is demanding you will at least feel like you are in college. Babu really nice guy, just not the professor type.",Tough Grader--LOTS OF HOMEWORK--TEST HEAVY,,Drop/Withdrawal,non mandatory,False,False,[],14,2
Leslie,West,VGVhY2hlci0yMTgwNzk1,Accounting,Hampton University,ACC203,2018-05-10 12:11:20 +0000 UTC,UmF0aW5nLTMwMDU1MjM4,5,2,5,1.0,5.0,I definitely recommend anyone to take her Accounting class. She is very understanding and is always available to help you with anything you do not understand. She assigns weekly online homework. Accounting can be difficult and Mrs. West offers a lot of extra credit towards the tests and final. Take advantage of it and come to class and participate.,Respected--Participation matters--Clear grading criteria,,A+,mandatory,True,False,[],0,0
Leslie,West,VGVhY2hlci0yMTgwNzk1,Accounting,Hampton University,ACC204,2018-01-11 18:26:52 +0000 UTC,UmF0aW5nLTI5NDM4NjIw,5,4,5,1.0,5.0,"If you can get into any of Mrs. West&#39;s courses, especially Accounting, please do! She is an amazing professor in her teaching methods and grading policy. She&#39;s very organized and pretty much follows her syllabus to the T. While the course content is heavy because ... accounting ... she does a really good job breaking it down.",Participation matters--BEWARE OF POP QUIZZES--EXTRA CREDIT,,A-,non mandatory,True,False,[],0,0
Leslie,West,VGVhY2hlci0yMTgwNzk1,Accounting,Hampton University,ACC203,2017-08-27 14:53:49 +0000 UTC,UmF0aW5nLTI4NjQzMzkx,5,2,5,1.0,0.0,New teacher easy to get along with. With gives the class extensions if needed. All homework done online through pearson website. 3/4 major test per semester. Extra credit given if asked. Try to come to class every day. Missing a day or two wont hurt if she sees you are consistant,Respected--Skip class? You won't pass.--EXTRA CREDIT,,A-,mandatory,True,False,[],0,0
Leslie,West,VGVhY2hlci0yMTgwNzk1,Accounting,Hampton University,ACC203,2016-10-25 16:19:37 +0000 UTC,UmF0aW5nLTI3MDc3MDEz,5,2,5,1.0,0.0,"She is a new teacher but really easy and chill, all assignment due through Connect. She gives Extra credit and if the class really needs an extension is will be given... cool teacher to get along with.",Skip class? You won't pass.--TEST HEAVY--EXTRA CREDIT,,,mandatory,True,False,[],0,0
Melinda,Richmond,VGVhY2hlci0yMTgzNzQw,Mathematics,Hampton University,MATH117,2020-01-13 14:28:17 +0000 UTC,UmF0aW5nLTMyODI4ODg3,2,5,2,0.0,5.0,I had her for 117 on Tuesdays and Thursdays from 8 am-9:15 am. She was always 20-30 mins late which interfered with learning because the class was only two days out the week. When she was 20mins late and knew she wasn&#39;t going to be in a class by the next 10 mins she would cancel the class. Barely taught and the majority failed because of this.,Lots of homework--Test heavy,,D+,non mandatory,True,False,[],0,0
Brandy,Young-Gqamana,VGVhY2hlci0yMTgzODg0,Chemistry,Hampton University,CHEM202,2018-05-17 15:31:48 +0000 UTC,UmF0aW5nLTMwMTM3ODQ1,5,3,5,1.0,0.0,"Took for Gen Chem 202 Lab and did great. She does a great job at explaining the material and helping the students understand topics that may be missed in lecture. Recitation quizzes are way easier with her, if you want to boost your lecture grade, take her.",Gives good feedback--Participation matters--Amazing lectures,,A,mandatory,True,False,[],0,1
Corinne,Langford,VGVhY2hlci0yMTg0MTg1,Communication,Hampton University,COM103,2018-05-14 10:41:07 +0000 UTC,UmF0aW5nLTMwMDk4MDc1,5,2,5,1.0,5.0,She is a good Professor overall. She is really nice and explains the chapters well. There are online quizzes. The final was online as well. Speeches can be about anything and are pretty straight forward. But failing the final can really hurt your grade. So prepare for it.,Gives good feedback--ACCESSIBLE OUTSIDE CLASS--EXTRA CREDIT,,B-,mandatory,True,False,[],0,2
Carla,Jones,VGVhY2hlci0yMTg1NDQx,Communication,Hampton University,CDS431,2016-11-03 11:42:22 +0000 UTC,UmF0aW5nLTI3MTIyMDE3,1,5,1,0.0,0.0,"She is a great person, but not that great of a professor (to undergraduates). Someone like her should be teaching at a Doctoral level because she expects you to know everything already. She doesnt like questions and promises reviews only to be annoyed when we ask for the promised test review. Test are worth 60% so if you dont do well youre done.",TEST HEAVY--GRADED BY FEW THINGS--LECTURE HEAVY,,,mandatory,True,False,[],0,0
Alfreada,Kelly,VGVhY2hlci0yMTkzNzE5,Sociology,Hampton University,SOC205,2017-10-11 20:36:14 +0000 UTC,UmF0aW5nLTI4NzM1MjA3,4,4,4,1.0,5.0,"Get ready to have class discussions and debate. The only big group project was the debate. Make sure you research and know your stuff! Use the book and take tests online. If you make an A in her class, you don&#39;t have to take the final! She gives like 4 assignments the entire semester. Just show up to class and participate.",Get ready to read--Participation matters--Skip class? You won't pass.,,A+,mandatory,True,False,[],0,4
