firstName,lastName,teacherId,department,schoolName,class,date,reviewId,clarityRating,difficultyRating,helpfulRating,wouldTakeAgain,textbookUse,comment,ratingTags,teacherNote,grade,attendanceMandatory,isForCredit,isForOnlineClass,thumbs,thumbsDownTotal,thumbsUpTotal
Eiko,Strader,VGVhY2hlci0yMzEzNjgx,Women's Studies,George Washington University,WGSS3170,2017-12-07 13:10:51 +0000 UTC,UmF0aW5nLTI5MDgwNzE0,5,3,5,1,5,"Eiko Strader is the gem of the WGSS department: her teaching style incentivizes reading (which is a reasonable amount, interesting content), she has incredible lectures, and you learn so much from her! Gives amazing feedback, is very encouraging; this class changed my life!",Gives good feedback--Inspirational--Amazing lectures,,A,mandatory,True,False,[],0,4
Marcus,King,VGVhY2hlci0yMzE0NDI3,International Affairs,George Washington University,IAFF6164,2019-12-22 15:47:40 +0000 UTC,UmF0aW5nLTMyNzQzNDU4,1,5,1,0,0,Very inconsiderate and wastes a lot of papers. Inattentive and unprofessional.,So many papers--Tough grader,,B+,mandatory,False,False,[],0,0
Matthew,Taylor,VGVhY2hlci0yMzE1MjQ2,International Affairs,George Washington University,IAFF3190,2017-12-08 12:46:40 +0000 UTC,UmF0aW5nLTI5MDk2Nzcx,3,3,3,1,0,"Professor Taylor&#39;s class was reasonably good. It consisted of a good amount of reading each week with a discussion board post, plus students were assigned to do presentations on the readings for each lecture. There were a few short papers in between and a take-home final. Overall, a reasonable course if you don&#39;t stress yourself out with the work.",Get ready to read--Skip class? You won't pass.--ACCESSIBLE OUTSIDE CLASS,,Not sure yet,mandatory,True,False,[],0,0
Jorge,Hernandez-Fujigaki,VGVhY2hlci0yMzE1MjU4,International Affairs,George Washington University,IAFF3187,2017-12-08 12:55:47 +0000 UTC,UmF0aW5nLTI5MDk2OTEy,4,2,4,1,0,"Professor Hernandez-Fujigaki is a great guy. Though the syllabus shows a LOT of reading, you really only have to do the readings for the one week that you present during the semester. The rest you can take from other students&#39; presentations, if you want. The midterm and final are take-home and he grades the research paper leniently. Recommended.",Respected--Caring--Would take again,,Not sure yet,mandatory,True,False,[],0,0
Christopher,Warshaw,VGVhY2hlci0yMzE3NDQ3,Political Science,George Washington University,PSC2223,2019-04-19 19:37:20 +0000 UTC,UmF0aW5nLTMxNjMxMzI0,3,3,3,1,5,"10% attendance/participation, 20% weekly quizzes, 30% research paper, 40% final exam. Class is lecture-based with some discussion interspersed. Quizzes are annoying but fair provided you read the papers. Papers are often cryptic and jargon-y, but explained in class. Little guidance on research paper, but accessible during office hours.",Respected--Get ready to read--Lecture heavy,,Not sure yet,mandatory,True,False,[],0,0
Christopher,Warshaw,VGVhY2hlci0yMzE3NDQ3,Political Science,George Washington University,PSC2220,2017-12-11 15:37:04 +0000 UTC,UmF0aW5nLTI5MTMzMTcz,3,3,3,1,0,"Warshaw is a decent professor - encourages class discussion and likes to hear student opinions. Class is based on a lot of current events and data which is interesting, but sometimes its unclear what you should be note-taking on, and the powerpoint isn&#39;t posted online. Weekly quizzes based on readings but straightforward if you do the reading",Get ready to read--Skip class? You won't pass.--GRADED BY FEW THINGS,,,mandatory,True,False,[],1,1
Ray,Lazott,VGVhY2hlci0yMzE4NTAx,Naval Science,George Washington University,NSC1051,2017-12-12 12:01:13 +0000 UTC,UmF0aW5nLTI5MTUwMDEw,5,2,5,1,5,"The course is by no means difficult if you pay attention. LT. Lazott makes class interesting by inserting personal anecdotes, and inviting guest lecturers. I would recommend the class, and LT. Lazott. A word of wisdom, turn things in on time, or early. He gets a lot of emails, and sometimes his inbox is full. He will take off points for late work.",Respected--Inspirational--ACCESSIBLE OUTSIDE CLASS,,A,mandatory,True,False,[],0,1
Margaret,Adams,VGVhY2hlci0yMzIxMTY2,Fine Arts,George Washington University,FA1501,2018-05-12 02:35:06 +0000 UTC,UmF0aW5nLTMwMDgwODUw,5,2,5,1,5,"you will be spending $400-$600 for this class, including a film camera if you don&#39;t have one, 2 100 sheet box of papers which each is $100 ( you will run out ), and also films. The class was so much fun, but it requires lots of work outside of the class so don&#39;t take it if you have a busy schedule. She came every Friday to help us with the prints!",Gives good feedback--ACCESSIBLE OUTSIDE CLASS--Caring,,A,mandatory,True,False,[],0,0
Margaret,Adams,VGVhY2hlci0yMzIxMTY2,Fine Arts,George Washington University,FA1501,2017-12-14 14:20:23 +0000 UTC,UmF0aW5nLTI5MjAwMDY4,5,2,5,1,0,"Margaret is a very sweet, chill teacher. I took this just to get a GE out of the way. It requires a lot of out of class time doing prints, but if you get over how much time it takes, it&#39;s actually pretty enjoyable. Margaret is an amazing teacher and I&#39;m glad I took her class. But be warned, you do have to buy all (and I mean ALL) of the materials.",Gives good feedback--Skip class? You won't pass.--ACCESSIBLE OUTSIDE CLASS,,,mandatory,True,False,[],0,0
Erica,Brown,VGVhY2hlci0yMzIyMDkx,Religion,George Washington University,REL2201,2020-11-10 03:30:50 +0000 UTC,UmF0aW5nLTMzNzkxNDA0,5,4,5,1,5,Dr. Erica Brown is an amazing professor! Her lectures are really interesting and she knows an insane amount about Judaism. Class is reading-intensive and she is a tough grader (she expects a lot out of her students). She is super nice and caring and accessible outside of class. Absolutely would recommend.,Get ready to read--Tough grader,,B+,mandatory,True,False,[],0,0
